,name,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,age
3498,Ford Figo Diesel EXI,240000,72000,Diesel,Individual,Manual,1,20.0,1399,68.0,5.0,10
3499,Renault KWID RXL,350000,40000,Petrol,Individual,Manual,1,25.17,799,53.3,5.0,3
3500,Mahindra Bolero 2011-2019 ZLX BSIII,530000,120000,Diesel,Individual,Manual,3,15.96,2523,62.1,7.0,7
3501,Chevrolet Spark 1.0 LS,150000,35000,Petrol,Individual,Manual,1,18.0,995,62.0,5.0,10
3502,Hyundai Elite i20 Magna Plus BSIV,625000,12500,Petrol,Individual,Manual,1,18.6,1197,81.86,5.0,2
3503,Hyundai Grand i10 Magna,378000,80000,Petrol,Individual,Manual,1,18.9,1197,82.0,5.0,7
3504,Renault KWID RXT,210000,210000,Petrol,Individual,Manual,2,25.17,799,53.3,5.0,6
3505,Maruti Swift Dzire VDI,700000,100000,Diesel,Individual,Manual,2,28.4,1248,74.02,5.0,3
3506,Hyundai Santro Xing GL Plus,156000,110000,Petrol,Individual,Manual,2,17.92,1086,62.1,5.0,10
3507,Mahindra Bolero Power Plus ZLX,700000,103000,Diesel,Individual,Manual,1,16.5,1493,70.0,7.0,5
3508,Maruti Wagon R LXI Minor,194000,577414,Petrol,Individual,Manual,2,18.9,1061,67.0,5.0,11
3509,Maruti Alto LX,120000,100000,Petrol,Individual,Manual,2,19.7,796,46.3,5.0,15
3510,Honda Amaze S AT i-Vtech,415000,45000,Petrol,Individual,Automatic,1,15.5,1198,86.7,5.0,6
3511,Honda Amaze S AT i-Vtech,450000,45000,Petrol,Individual,Automatic,1,15.5,1198,86.7,5.0,6
3512,Honda Brio S MT,325000,40000,Petrol,Individual,Manual,3,19.4,1198,86.8,5.0,7
3513,Mahindra Bolero 2011-2019 Plus AC,525000,200000,Diesel,Individual,Manual,1,15.96,2523,62.1,9.0,7
3514,Hyundai EON Magna Plus,265000,100000,Petrol,Individual,Manual,1,21.1,814,55.2,5.0,4
3515,Maruti Omni 8 Seater BSII,100000,120000,Petrol,Individual,Manual,2,19.7,796,35.0,8.0,13
3535,Tata Zest Quadrajet 1.3 XM,400000,100000,Diesel,Individual,Manual,1,23.0,1248,88.7,5.0,6
3536,Hyundai i20 Magna Optional 1.4 CRDi,345000,40000,Diesel,Individual,Manual,1,21.9,1396,88.8,5.0,8
3537,Mahindra Thar CRDe,850000,15000,Diesel,Individual,Manual,2,16.55,2498,105.0,6.0,3
3538,Maruti Ignis 1.2 AMT Zeta BSIV,620000,15000,Petrol,Individual,Automatic,1,20.89,1197,81.8,5.0,3
3539,Maruti Baleno Alpha 1.2,700000,10000,Petrol,Individual,Manual,2,21.4,1197,83.1,5.0,3
3540,Tata Indica Vista Quadrajet VX,200000,90000,Diesel,Individual,Manual,1,22.3,1248,74.0,5.0,9
3541,Mahindra Bolero Power Plus LX,660000,80000,Diesel,Individual,Manual,1,16.5,1493,70.0,7.0,4
3542,Mitsubishi Pajero Sport 4X4,1700000,39000,Diesel,Individual,Manual,1,13.5,2477,175.56,7.0,6
3543,Tata Indica V2 DLE BSIII,90000,60000,Diesel,Individual,Manual,2,17.88,1396,52.8,5.0,12
3544,Mahindra XUV500 W6 2WD,1050000,28000,Diesel,Individual,Manual,2,15.1,2179,140.0,7.0,6
3545,Ford Figo Petrol EXI,160000,90000,Petrol,Individual,Manual,2,15.6,1196,70.0,5.0,11
3546,Honda Civic 1.8 (E) MT,150000,80000,Petrol,Individual,Manual,3,13.5,1799,130.0,5.0,15
3547,Maruti Zen Estilo LX BSIV,200000,35000,Petrol,Individual,Manual,1,19.0,998,67.1,5.0,11
3548,Toyota Corolla Altis Diesel D4DG,365000,185000,Diesel,Individual,Manual,2,21.43,1364,87.2,5.0,10
3549,Fiat Punto 1.2 Active,140000,110000,Petrol,Individual,Manual,2,15.7,1172,67.0,5.0,12
3550,Fiat Avventura Power Up 1.3 Active,360000,100000,Diesel,Individual,Manual,1,20.5,1248,91.72,5.0,5
3551,Honda City 2017-2020 GXi,200000,110000,Petrol,Individual,Manual,2,17.7,1497,78.0,5.0,13
3552,Skoda Laura Ambiente,250000,100000,Diesel,Individual,Manual,2,17.5,1896,106.0,5.0,11
3553,Skoda Laura Ambiente 1.9 PD,229999,110000,Diesel,Individual,Manual,2,17.5,1896,106.0,5.0,13
3554,Ford Fiesta 1.4 ZXi TDCi ABS,320000,130000,Diesel,Individual,Manual,2,17.8,1399,68.0,5.0,10
3556,Hyundai Creta 1.6 SX,1200000,27000,Petrol,Individual,Manual,1,15.8,1591,121.3,5.0,3
3557,Maruti Baleno Zeta Automatic,740000,9000,Petrol,Individual,Automatic,1,21.4,1197,83.1,5.0,3
3559,Maruti Ignis 1.2 AMT Zeta BSIV,570000,19000,Petrol,Individual,Automatic,2,20.89,1197,81.8,5.0,2
3561,Tata Indigo CR4,250000,100000,Diesel,Individual,Manual,1,23.57,1396,70.0,5.0,8
3562,Maruti Wagon R AMT VXI,430000,20000,Petrol,Individual,Automatic,1,20.51,998,67.0,5.0,4
3563,Hyundai EON Era,225000,35000,Petrol,Individual,Manual,1,21.1,814,55.2,5.0,7
3566,Hyundai i20 Sportz 1.4 CRDi,440000,70000,Diesel,Individual,Manual,2,22.54,1396,88.73,5.0,7
3567,Maruti Vitara Brezza ZDi Plus Dual Tone,800000,70000,Diesel,Individual,Manual,1,24.3,1248,88.5,5.0,5
3573,Hyundai Grand i10 CRDi Sportz,450000,53000,Diesel,Individual,Manual,1,24.0,1120,70.0,5.0,6
3574,Maruti Swift Dzire VDI,420000,105000,Diesel,Individual,Manual,2,23.4,1248,74.0,5.0,8
3575,Toyota Innova 2.5 EV PS 8 STR BSIV,500000,121941,Diesel,Dealer,Manual,1,12.8,2494,102.0,8.0,10
3576,Tata Tiago 1.2 Revotron XZ,350000,15000,Petrol,Individual,Manual,1,23.84,1199,84.0,5.0,5
3577,Mahindra Xylo D2 BSIV,280000,100000,Diesel,Individual,Manual,1,14.0,2489,95.0,8.0,7
3578,Renault Duster 85PS Diesel RxL Optional with Nav,425000,152186,Diesel,Dealer,Manual,2,20.45,1461,83.8,5.0,8
3579,Hyundai i10 Magna,295000,82246,Petrol,Dealer,Manual,1,20.36,1197,78.9,5.0,8
3580,Maruti Swift VXI Optional,540000,20000,Petrol,Individual,Manual,1,20.4,1197,81.8,5.0,5
3581,Maruti Swift Dzire ZDI,754000,40000,Diesel,Individual,Manual,1,28.4,1248,74.02,5.0,4
3582,Toyota Innova 2.5 GX 8 STR BSIV,650000,89580,Diesel,Dealer,Manual,2,12.8,2494,102.0,8.0,10
3583,Toyota Innova 2.5 VX 7 STR,550000,250000,Diesel,Individual,Manual,2,12.8,2494,102.0,7.0,10
3584,Toyota Innova 2.5 V Diesel 7-seater,550000,250000,Diesel,Individual,Manual,2,12.8,2494,102.0,7.0,10
3585,Ford Figo 1.2P Titanium MT,675000,2789,Petrol,Dealer,Manual,1,18.16,1196,86.8,5.0,2
3586,Ford Freestyle Titanium Plus Diesel,700000,35278,Diesel,Dealer,Manual,1,23.8,1499,98.97,5.0,3
3587,Ford Freestyle Titanium Diesel,795000,2860,Diesel,Dealer,Manual,1,23.8,1499,98.97,5.0,3
3588,Toyota Innova 2.5 VX 7 STR,515000,200000,Diesel,Individual,Manual,1,12.8,2494,102.0,7.0,11
3589,Mahindra KUV 100 G80 K4 Plus,450000,20000,Petrol,Individual,Manual,1,18.15,1198,82.0,6.0,3
3590,Hyundai Getz 1.1 GVS,155000,60000,Petrol,Individual,Manual,3,15.0,1086,66.6,5.0,13
3591,Toyota Etios VXD,350000,100000,Diesel,Individual,Manual,2,23.59,1364,67.1,5.0,10
3592,Ford Figo Diesel Titanium,250000,78562,Diesel,Dealer,Manual,1,20.0,1399,68.0,5.0,10
3593,Hyundai Verna 1.6 SX,450000,96000,Diesel,Individual,Manual,Fourth & Above Owner,22.32,1582,126.32,5.0,10
3595,Maruti 800 EX BSII,55599,36088,Petrol,Individual,Manual,1,16.1,796,37.0,4.0,18
3596,Hyundai i20 Sportz 1.4 CRDi,420000,50000,Diesel,Individual,Manual,1,22.54,1396,88.73,5.0,7
3598,Maruti S-Cross 2017-2020 Alpha DDiS 200 SH,750000,40000,Diesel,Individual,Manual,1,25.1,1248,88.5,5.0,3
3599,Datsun GO T Option,450000,10000,Petrol,Individual,Manual,1,19.02,1198,67.05,5.0,1
3600,Maruti Swift Vdi BSIII,175000,60000,Diesel,Individual,Manual,2,17.8,1248,75.0,5.0,13
3601,Hyundai i20 Active SX Petrol,650000,10000,Petrol,Individual,Manual,1,17.19,1197,81.86,5.0,2
3602,Maruti Ertiga ZDI Plus,1050000,10000,Diesel,Individual,Manual,1,25.47,1248,88.5,7.0,3
3603,Hyundai Verna 1.6 SX CRDi (O),375000,35000,Diesel,Individual,Manual,2,22.32,1582,126.32,5.0,10
3604,Hyundai Santa Fe 2WD MT,1100000,80000,Diesel,Individual,Manual,1,14.74,2199,194.3,7.0,7
3605,Mahindra XUV500 W11 BSIV,1550000,28000,Diesel,Individual,Manual,1,15.1,2179,152.87,7.0,2
3606,Ford Figo Aspire 1.5 TDCi Sports Edition,620000,35000,Diesel,Individual,Manual,1,24.29,1498,99.0,5.0,4
3607,Jeep Compass 2.0 Limited 4X4,1511000,32000,Diesel,Individual,Manual,1,16.3,1956,170.0,5.0,4
3608,Maruti Wagon R LXI,135000,40000,Petrol,Individual,Manual,1,18.9,998,67.1,5.0,18
3610,Renault KWID RXL,320000,10000,Petrol,Individual,Manual,1,25.17,799,53.3,5.0,2
3611,Mahindra XUV500 W11 AT BSIV,1650000,25000,Diesel,Individual,Automatic,2,15.1,2179,152.87,7.0,2
3612,Maruti Alto K10 VXI,320000,50000,Petrol,Individual,Manual,1,23.95,998,67.05,5.0,5
3613,Maruti Swift Dzire Zdi BSIV,400000,129000,Diesel,Individual,Manual,1,19.3,1248,73.9,5.0,9
3614,Mahindra XUV500 AT W10 FWD,900000,100000,Diesel,Individual,Automatic,2,16.0,2179,140.0,7.0,6
3615,Maruti Alto 800 LXI,310000,30000,Petrol,Individual,Manual,1,24.7,796,47.3,5.0,3
3616,Tata Nexon 1.2 Revotron XM,595000,28000,Petrol,Individual,Manual,2,17.0,1198,108.5,5.0,3
3618,Mahindra Verito 1.6 G6 Executive BSIII,350000,70000,Petrol,Individual,Manual,1,13.87,1598,86.0,5.0,8
3619,Tata Indica Vista TDI LX,275000,110000,Diesel,Individual,Manual,1,19.1,1405,70.0,5.0,8
3620,Maruti Eeco 5 Seater AC BSIV,420000,10000,Petrol,Individual,Manual,1,15.37,1196,73.0,5.0,2
3621,Hyundai Verna CRDi SX ABS,250000,110000,Diesel,Individual,Manual,2,18.1,1493,110.0,5.0,13
3622,Maruti Swift Ldi BSIV,250000,100000,Diesel,Individual,Manual,2,17.8,1248,75.0,5.0,14
3624,Hyundai Xcent 1.2 Kappa AT SX Option,525000,60000,Petrol,Individual,Automatic,1,16.9,1197,82.0,5.0,5
3625,Mahindra Scorpio LX 2.6 Turbo,250000,110000,Diesel,Individual,Manual,3,10.5,2609,120.0,7.0,13
3627,Maruti Celerio VXI,430000,10000,Petrol,Individual,Manual,1,23.1,998,67.04,5.0,4
3628,Maruti Baleno Zeta 1.2,630000,35000,Petrol,Individual,Manual,1,21.4,1197,83.1,5.0,4
3629,Tata Tigor 1.2 Revotron XZ Option,550000,23000,Petrol,Individual,Manual,1,20.3,1199,84.0,5.0,3
3630,Maruti Swift VDI,630000,15000,Diesel,Individual,Manual,2,28.4,1248,74.0,5.0,2
3631,Mahindra TUV 300 Plus P4 BSIV,850000,20000,Diesel,Individual,Manual,1,18.49,2179,120.0,9.0,3
3632,Mahindra Bolero SLX 2WD,455000,90000,Diesel,Individual,Manual,1,13.6,2523,63.0,7.0,10
3633,Mahindra Bolero SLX 2WD,445000,90000,Diesel,Individual,Manual,1,13.6,2523,63.0,7.0,10
3634,Hyundai i20 Sportz 1.4 CRDi,370000,80000,Diesel,Individual,Manual,1,21.9,1396,88.76,5.0,8
3635,Hyundai Grand i10 Sportz,500000,50000,Petrol,Individual,Manual,1,18.9,1197,82.0,5.0,5
3637,Tata Indica Vista TDI LX,140000,185000,Diesel,Individual,Manual,2,19.4,1405,70.0,5.0,9
3638,Maruti Swift VXI,550000,40000,Petrol,Individual,Manual,1,21.21,1197,81.8,5.0,2
3639,Renault KWID 1.0 RXT Optional,300000,30000,Petrol,Individual,Manual,1,23.01,999,67.0,5.0,4
3640,Tata Indigo CS eLX BS IV,150000,120000,Diesel,Individual,Manual,1,23.03,1396,69.0,5.0,10
3641,Maruti Wagon R VXI BS IV,229999,500000,Petrol,Individual,Manual,2,18.9,998,67.1,5.0,10
3642,Mahindra Scorpio Intelli Hybrid S6 Plus,880000,46000,Diesel,Individual,Manual,1,15.4,2179,120.0,7.0,4
3643,Toyota Fortuner 3.0 Diesel,900000,120000,Diesel,Individual,Manual,1,11.5,2982,171.0,7.0,10
3644,Mahindra Scorpio S2 9 Seater,720000,80000,Diesel,Individual,Manual,1,15.4,2523,75.0,9.0,6
3645,Hyundai i20 Magna 1.4 CRDi,550000,90000,Diesel,Individual,Manual,2,22.54,1396,88.73,5.0,5
3646,Mahindra Scorpio S2 9 Seater,720000,90000,Diesel,Individual,Manual,1,15.4,2523,75.0,9.0,6
3648,Maruti Swift VDI BSIV,535000,70000,Diesel,Individual,Manual,1,25.2,1248,74.0,5.0,5
3649,Hyundai Xcent 1.1 CRDi Base,320000,91000,Diesel,Individual,Manual,3,24.4,1120,71.0,5.0,6
3650,Hyundai i20 Sportz Option 1.4 CRDi,500000,90000,Diesel,Individual,Manual,1,22.54,1396,88.73,5.0,6
3651,Maruti Ertiga VDI,525000,110000,Diesel,Individual,Manual,2,20.77,1248,88.76,7.0,7
3652,Renault KWID 1.0 RXT BSIV,220000,90000,Petrol,Individual,Manual,1,23.01,999,67.0,5.0,2
3653,Tata Tiago 1.2 Revotron XT,350000,50000,Petrol,Individual,Manual,1,23.84,1199,84.0,5.0,3
3654,Mahindra TUV 300 mHAWK100 T8,530000,60000,Diesel,Individual,Manual,1,18.49,1493,100.0,7.0,5
3655,Maruti Alto 800 LXI,215000,35000,Petrol,Individual,Manual,1,22.74,796,47.3,5.0,8
3656,Volkswagen Vento Diesel Highline,335000,100000,Diesel,Individual,Manual,1,20.54,1598,103.6,5.0,9
3657,Hyundai Xcent 1.1 CRDi Base,320000,90000,Diesel,Individual,Manual,2,24.4,1120,71.0,5.0,6
3658,Ford Figo Diesel LXI,135000,120000,Diesel,Individual,Manual,2,20.0,1399,68.0,5.0,10
3659,Maruti A-Star Vxi,175000,95000,Petrol,Individual,Manual,2,19.0,998,66.1,5.0,12
3660,Mahindra Bolero 2011-2019 ZLX,800000,35000,Diesel,Individual,Manual,1,15.96,2523,62.1,7.0,4
3661,Tata Indica GLS BS IV,78000,38000,Petrol,Individual,Manual,2,15.3,1193,65.3,5.0,14
3662,Honda City i VTEC VX,565000,56000,Petrol,Individual,Manual,2,17.4,1497,117.3,5.0,7
3663,Hyundai i20 2015-2017 Sportz 1.4 CRDi,575000,50000,Diesel,Individual,Manual,1,22.54,1396,88.73,5.0,4
3664,Hyundai EON Era Plus,170000,70000,Petrol,Individual,Manual,2,21.1,814,55.2,5.0,7
3665,Maruti Alto 800 VXI,250999,30000,Petrol,Individual,Manual,1,22.74,796,47.3,5.0,7
3666,Mahindra XUV500 W10 2WD,950000,188000,Diesel,Individual,Manual,1,16.0,2179,140.0,7.0,6
3667,Honda City i VTEC E,650000,60000,Petrol,Individual,Manual,1,17.8,1497,117.3,5.0,7
3668,Tata Safari Storme EX,550000,133000,Diesel,Individual,Manual,1,14.0,2179,138.1,7.0,8
3669,Toyota Innova 2.5 E Diesel PS 7-Seater,650000,160000,Diesel,Individual,Manual,1,12.8,2494,102.0,7.0,11
3670,Mahindra XUV500 W8 4WD,800000,150000,Diesel,Individual,Manual,2,15.1,2179,140.0,7.0,8
3671,Maruti Alto 800 VXI,250999,30000,Petrol,Individual,Manual,1,22.05,796,47.3,5.0,1
3672,Maruti Alto 800 LXI,170000,60000,Petrol,Individual,Manual,2,22.74,796,47.3,5.0,8
3673,Tata Indigo CS LE (TDI) BS-III,250000,30000,Diesel,Individual,Manual,1,19.09,1396,69.0,5.0,8
3674,Chevrolet Enjoy Petrol LS 7 Seater,312000,80000,Petrol,Individual,Manual,1,13.7,1399,98.82,7.0,7
3675,Maruti Alto 800 LXI,250000,20000,Petrol,Individual,Manual,1,22.74,796,47.3,5.0,7
3676,Hyundai EON Magna Plus,200000,80000,Petrol,Individual,Manual,1,21.1,814,55.2,5.0,8
3677,Mahindra Scorpio S2 7 Seater,670000,73000,Diesel,Individual,Manual,1,15.4,2523,75.0,7.0,5
3678,Hyundai EON D Lite Plus,270000,50000,Petrol,Individual,Manual,1,21.1,814,55.2,5.0,4
3679,Mahindra Bolero 2011-2019 SLX,360000,200000,Diesel,Individual,Manual,1,15.96,2523,62.1,7.0,9
3680,Maruti Swift VDI,630000,46000,Diesel,Individual,Manual,1,28.4,1248,74.0,5.0,3
3682,Mahindra Supro LX 8 Str,400000,50000,Diesel,Individual,Manual,1,23.5,909,45.0,8.0,3
3688,Maruti XL6 Alpha,1000000,15000,Petrol,Individual,Manual,1,19.01,1462,103.2,6.0,2
3689,Maruti SX4 S Cross 2015-2017 DDiS 200 Sigma,650000,44000,Diesel,Dealer,Manual,1,23.65,1248,88.5,5.0,4
3697,Maruti Ritz VDi,217000,120000,Diesel,Individual,Manual,1,21.1,1248,73.9,5.0,11
3701,Maruti Swift ZXI,280000,70000,Petrol,Individual,Manual,2,18.6,1197,85.8,5.0,9
3702,Ford Classic 1.6 Duratec LXI,350000,90000,Petrol,Individual,Manual,1,14.09,1596,99.6,5.0,8
3703,Mahindra XUV500 W10 2WD,1150000,42000,Diesel,Individual,Manual,2,16.0,2179,140.0,7.0,4
3704,Hyundai Grand i10 Magna,420000,30000,Petrol,Individual,Manual,2,18.9,1197,82.0,5.0,5
3705,Maruti Ciaz 1.4 Alpha,810000,80000,Petrol,Individual,Manual,1,20.73,1373,91.1,5.0,4
3706,Hyundai i20 1.2 Sportz,290000,90000,Petrol,Individual,Manual,3,17.0,1197,80.0,5.0,10
3707,Chevrolet Beat LT,180000,60000,Petrol,Individual,Manual,1,18.6,1199,79.4,5.0,9
3708,Maruti Eeco 5 Seater AC BSIV,160000,162000,Petrol,Individual,Manual,1,15.37,1196,73.0,5.0,11
3709,Tata Nano XE,66000,70000,Petrol,Individual,Manual,3,23.9,624,37.48,4.0,4
3710,Maruti Wagon R Stingray VXI,369000,20000,Petrol,Individual,Manual,2,20.51,998,67.04,5.0,6
3711,Tata New Safari DICOR 2.2 VX 4x2 BS IV,300000,80000,Diesel,Individual,Manual,2,13.93,2179,138.1,7.0,9
3712,Mahindra Bolero PLUS AC,350000,90000,Diesel,Individual,Manual,1,13.6,2523,63.0,7.0,13
3713,Hyundai i10 Asta Sunroof AT,220000,120000,Petrol,Individual,Automatic,2,19.2,1197,80.0,5.0,13
3714,Chevrolet Tavera B3 LT L1 10 Seats BSIII,160000,220000,Diesel,Individual,Manual,1,14.8,2499,80.0,10.0,16
3715,Maruti Swift Ldi BSIV,221000,100000,Diesel,Individual,Manual,2,17.8,1248,75.0,5.0,12
3716,Tata Zest Revotron 1.2 XT,400000,35000,Petrol,Individual,Manual,1,17.57,1193,88.7,5.0,4
3717,Toyota Camry V4 (MT),250000,120000,Petrol,Individual,Manual,2,13.4,2362,164.7,5.0,17
3718,Mahindra Bolero DI BSIII,390000,120000,Diesel,Individual,Manual,Fourth & Above Owner,13.6,2523,63.0,7.0,10
3719,Maruti Eeco 5 Seater AC BSIV,190000,110000,Petrol,Individual,Manual,1,15.37,1196,73.0,5.0,9
3720,Renault KWID RXT,300000,60000,Petrol,Individual,Manual,1,25.17,799,53.3,5.0,4
3721,Hyundai i20 1.4 Asta Dual Tone,750000,27000,Diesel,Individual,Manual,1,22.54,1396,88.73,5.0,4
3722,Maruti Swift Dzire VDI,650000,50000,Diesel,Individual,Manual,1,26.59,1248,74.0,5.0,5
3723,Honda Amaze i-VTEC Privilege Edition,635000,40000,Petrol,Individual,Manual,1,17.8,1198,86.7,5.0,3
3724,Hyundai Verna 1.6 SX,520000,88000,Diesel,Individual,Manual,2,22.32,1582,126.32,5.0,8
3725,Mahindra Scorpio S11 4WD BSIV,1500000,50000,Diesel,Individual,Manual,1,16.36,2179,140.0,7.0,1
3726,Hyundai Verna 1.6 SX CRDi (O),415000,80000,Diesel,Individual,Manual,2,22.32,1582,126.32,5.0,9
3727,Hyundai Elite i20 Diesel Sportz,700000,60000,Diesel,Individual,Manual,1,22.54,1396,88.76,5.0,2
3728,Maruti Swift LXI,484999,26000,Petrol,Individual,Manual,2,21.21,1197,81.8,5.0,4
3729,Ford Fiesta 1.4 Durasport EXI,120000,80000,Petrol,Individual,Manual,2,16.6,1388,68.0,5.0,14
3730,Hyundai EON Era Plus,220000,60000,Petrol,Individual,Manual,2,21.1,814,55.2,5.0,7
3731,Hyundai i10 Magna,320000,80000,Petrol,Individual,Manual,2,20.36,1197,78.9,5.0,7
3732,Maruti Swift VDI,375000,90000,Diesel,Individual,Manual,2,22.9,1248,74.0,5.0,10
3733,Hyundai Verna 1.6 SX CRDi (O),440000,80000,Diesel,Individual,Manual,2,22.32,1582,126.32,5.0,9
3734,Hyundai Grand i10 1.2 Kappa Magna AT,550000,15000,Petrol,Individual,Automatic,1,18.9,1197,81.86,5.0,2
3735,Maruti Swift ZDI BSIV,640000,35000,Diesel,Individual,Manual,2,25.2,1248,74.0,5.0,4
3736,Toyota Etios GD,420000,120000,Diesel,Individual,Manual,1,23.59,1364,67.04,5.0,7
3737,Hyundai Grand i10 CRDi Sportz,330000,63000,Diesel,Individual,Manual,3,24.0,1120,70.0,5.0,5
3738,Volkswagen Ameo 1.5 TDI Highline Plus,800000,25000,Diesel,Individual,Manual,1,21.66,1498,108.62,5.0,2
3739,Maruti Wagon R LXI BS IV,240000,64500,Petrol,Individual,Manual,1,18.9,998,67.1,5.0,10
3740,Mahindra KUV 100 mFALCON D75 K2 Plus,360000,100000,Diesel,Individual,Manual,2,25.32,1198,77.0,6.0,5
3741,Hyundai Verna 1.6 CRDi SX,750000,40000,Diesel,Individual,Manual,1,23.9,1582,126.2,5.0,4
3742,Hyundai i20 1.2 Magna Executive,570000,15000,Petrol,Individual,Manual,2,18.6,1197,81.83,5.0,4
3743,Toyota Etios Liva GD,450000,25000,Diesel,Individual,Manual,1,23.59,1364,67.04,5.0,6
3744,Maruti Ritz LXi,270000,82000,Petrol,Individual,Manual,3,18.5,1197,85.8,5.0,5
3745,Maruti Ertiga VDI,459999,87000,Diesel,Individual,Manual,1,20.77,1248,88.76,7.0,9
3746,Maruti Alto K10 VXI,240000,80000,Petrol,Individual,Manual,2,23.95,998,67.05,5.0,6
3747,Renault Duster 110PS Diesel RxZ,320000,110000,Diesel,Individual,Manual,3,19.01,1461,108.45,5.0,9
3748,Tata Manza Aura (ABS) Quadrajet BS IV,149000,148000,Diesel,Individual,Manual,2,21.12,1248,88.8,5.0,10
3749,Mahindra Scorpio S11 BSIV,1500000,40000,Diesel,Individual,Manual,1,16.36,2179,140.0,7.0,3
3750,Hyundai Accent Executive,180000,70000,Petrol,Individual,Manual,1,16.36,1495,93.7,5.0,10
3751,Hyundai Santro Xing GLS LPG,185000,70000,LPG,Individual,Manual,2,13.45,1086,62.1,5.0,9
3752,Maruti 800 AC,65000,40000,Petrol,Individual,Manual,2,16.1,796,37.0,4.0,13
3753,Tata Indigo LX,130000,120000,Diesel,Individual,Manual,1,17.0,1405,70.0,5.0,11
3754,Ford Fiesta Classic 1.4 Duratorq CLXI,330000,60000,Diesel,Individual,Manual,1,17.8,1399,67.0,5.0,9
3755,Tata Manza Aura (ABS) Quadrajet,190000,90000,Diesel,Dealer,Manual,1,18.8,1248,90.0,5.0,10
3756,Maruti Swift VDI,501000,68000,Diesel,Dealer,Manual,1,22.9,1248,74.0,5.0,7
3757,Honda Amaze S i-DTEC,600000,24500,Diesel,Dealer,Manual,1,25.8,1498,98.6,5.0,4
3758,Mahindra XUV500 W8 4WD,570000,77000,Diesel,Dealer,Manual,2,15.1,2179,140.0,7.0,9
3759,Honda Amaze VX O iDTEC,450000,85000,Diesel,Dealer,Manual,1,25.8,1498,98.6,5.0,6
3760,Toyota Etios 1.5 V,285000,45500,Petrol,Dealer,Manual,1,16.78,1496,88.73,5.0,10
3761,Maruti Swift VDI,490000,67000,Diesel,Dealer,Manual,1,28.4,1248,74.0,5.0,7
3762,Maruti Swift VDI,500000,77000,Diesel,Dealer,Manual,1,28.4,1248,74.0,5.0,7
3763,Hyundai EON Magna Plus,275000,47000,Petrol,Dealer,Manual,1,21.1,814,55.2,5.0,5
3764,Tata Tiago XT,440000,57000,Petrol,Dealer,Manual,1,23.84,1199,84.48,5.0,4
3765,Hyundai i20 1.4 Asta Option,825000,71500,Diesel,Dealer,Manual,1,22.54,1396,88.73,5.0,3
3766,Toyota Etios Liva 1.4 GD,411000,110000,Diesel,Dealer,Manual,1,23.59,1364,67.04,5.0,9
3767,Maruti Swift Dzire VDI,470000,82000,Diesel,Dealer,Manual,2,26.59,1248,74.0,5.0,8
3768,Maruti Swift VDI,445000,70000,Diesel,Dealer,Manual,2,28.4,1248,74.0,5.0,8
3769,Maruti Baleno Zeta Diesel,752000,28000,Diesel,Dealer,Manual,1,27.39,1248,74.0,5.0,4
3770,Skoda Rapid 1.5 TDI Style Plus Black Package,650000,125000,Diesel,Dealer,Manual,2,21.14,1498,103.52,5.0,5
3771,Maruti Swift VDI,450000,67000,Diesel,Dealer,Manual,2,28.4,1248,74.0,5.0,8
3772,Honda City 1.5 V MT,350000,93500,Petrol,Dealer,Manual,3,17.0,1497,118.0,5.0,10
3773,Maruti Swift VVT VXI,511000,8500,Petrol,Dealer,Manual,1,22.0,1197,81.8,5.0,9
3774,Maruti Baleno Zeta 1.3,700000,80000,Diesel,Dealer,Manual,1,27.39,1248,74.0,5.0,5
3777,Ford Fiesta 1.4 Duratec EXI Limited Edition,142000,97000,Petrol,Individual,Manual,1,16.6,1388,68.0,5.0,14
3778,Tata New Safari DICOR 2.2 VX 4x2,725000,90000,Diesel,Individual,Manual,1,13.93,2179,138.0,7.0,9
3779,Hyundai i20 1.2 Asta Option,630000,30000,Petrol,Individual,Manual,1,18.6,1197,81.83,5.0,4
3780,Hyundai i20 Sportz 1.2,480000,50000,Petrol,Individual,Manual,1,18.6,1197,81.83,5.0,6
3781,Maruti Alto K10 VXI,330000,30000,Petrol,Individual,Manual,1,23.95,998,67.05,5.0,5
3782,Maruti Gypsy King Soft Top MPI BSIV,500000,20000,Petrol,Individual,Manual,1,11.96,1298,80.0,8.0,4
3783,Volkswagen Polo Diesel Highline 1.2L,300000,60300,Diesel,Individual,Manual,1,22.07,1199,73.9,5.0,9
3784,Tata Zest Quadrajet 1.3 XM,400000,35000,Diesel,Individual,Manual,1,23.0,1248,88.7,5.0,6
3785,Tata Safari DICOR 2.2 EX 4x2,320000,80000,Diesel,Individual,Manual,1,13.93,2179,138.03,7.0,10
3786,Hyundai i10 Magna 1.1L,180000,44391,Petrol,Individual,Manual,2,19.81,1086,68.05,5.0,13
3787,Maruti Baleno Sigma 1.3,530000,58000,Diesel,Individual,Manual,1,27.39,1248,74.0,5.0,5
3788,Mahindra Bolero 2011-2019 Special Edition,600000,40000,Diesel,Individual,Manual,1,15.96,2523,62.1,7.0,6
3789,Maruti Ertiga SHVS ZDI,780000,66000,Diesel,Individual,Manual,2,24.52,1248,88.5,7.0,4
3790,Honda City i DTec SV,700000,110000,Diesel,Individual,Manual,1,26.0,1498,98.6,5.0,5
